,customerid,products_per_customer
5401,14345,4
5402,12411,2
5403,14601,9
5404,7908,6
5405,9616,18
5406,17098,2
5407,14253,5
5408,7620,4
5409,877,16
5410,17292,8
5411,14268,5
5412,6668,9
5413,9943,6
5414,11773,5
5415,11965,1
5416,13451,7
5417,10678,9
5418,3135,7
5419,13595,25
5420,15698,3
5421,18971,8
5422,18526,4
5423,8909,8
5424,3440,7
5425,14806,1
5426,18533,8
5427,13588,5
5428,12333,16
5429,9030,2
5430,10245,5
5431,2937,10
5432,9870,5
5433,6531,5
5434,11508,7
5435,1184,4
5436,13283,12
5437,5028,21
5438,14571,8
5439,5302,9
5440,10533,9
5441,5701,14
5442,3013,16
5443,1865,8
5444,1367,6
5445,19978,1
5446,12965,8
5447,19031,12
5448,17834,7
5449,15187,2
5450,1725,1
5451,19741,8
5452,19268,6
5453,9084,9
5454,6158,1
5455,14490,4
5456,19432,6
5457,3242,6
5458,5431,5
5459,3695,1
5460,2210,9
5461,13974,3
5462,11302,4
5463,9197,13
5464,7468,8
5465,9087,23
5466,4709,6
5467,8800,6
5468,10641,2
5469,14711,4
5470,10264,1
5471,16171,9
5472,2947,15
5473,866,6
5474,8963,8
5475,11912,4
5476,14577,2
5477,4240,3
5478,2844,3
5479,7934,9
5480,9260,4
5481,17107,5
5482,3332,7
5483,3348,1
5484,16223,5
5485,13000,4
5486,2493,11
5487,19405,4
5488,724,5
5489,8933,1
5490,18756,5
5491,3219,7
5492,15196,6
5493,14266,2
5494,15438,3
5495,15004,9
5496,16941,1
5497,12031,1
5498,12459,7
5499,17945,2
5500,16857,8
5501,19115,14
5502,2521,13
5503,13230,7
5504,18479,16
5505,16241,4
5506,3470,13
5507,16044,2
5508,18472,1
5509,14648,3
5510,6935,5
5511,13871,6
5512,4203,6
5513,5091,11
5514,13592,1
5515,18519,8
5516,14287,5
5517,7164,3
5518,14425,3
5519,8101,4
5520,7071,3
5521,986,3
5522,4956,2
5523,15399,16
5524,4489,6
5525,15120,11
5526,7881,4
5527,1111,7
5528,12573,8
5529,1082,1
5530,4831,5
5531,17874,3
5532,9144,7
5533,12919,9
5534,13523,13
5535,5996,5
5536,4528,7
5537,2720,3
5538,17244,7
5539,10805,3
5540,3330,8
5541,1351,1
5542,16716,6
5543,1610,1
5544,11451,13
5545,17735,4
5546,18936,7
5547,18648,7
5548,6298,6
5549,560,6
5550,8757,8
5551,17416,1
5552,268,11
5553,7706,6
5554,6694,3
5555,10520,4
5556,12014,11
5557,2492,6
5558,7853,5
5559,5406,7
5560,17719,3
5561,10806,12
5562,7093,1
5563,590,5
5564,82,9
5565,12113,6
5566,7118,7
5567,19526,3
5568,2000,2
5569,1396,9
5570,18131,6
5571,7111,7
5572,9004,4
5573,17125,14
5574,13921,4
5575,11973,8
5576,17076,1
5577,16775,4
5578,15258,5
5579,19393,6
5580,15583,2
5581,16192,3
5582,13784,12
5583,6765,2
5584,15110,12
5585,8055,12
5586,1147,7
5587,7646,11
5588,9840,9
5589,12986,5
5590,13919,9
5591,489,13
5592,11281,4
5593,12579,8
5594,16488,4
5595,11957,6
5596,9510,8
5597,15939,9
5598,11591,5
5599,12297,7
5600,15792,8
5601,18179,6
5602,17311,1
5603,14903,6
5604,19838,8
5605,6866,1
5606,8799,3
5607,19465,7
5608,958,9
5609,12095,8
5610,7406,3
5611,17784,7
5612,10224,5
5613,9068,4
5614,7778,7
5615,10933,7
5616,13601,8
5617,19935,5
5618,18330,4
5619,16848,3
5620,18428,7
5621,10831,8
5622,16802,5
5623,12706,4
5624,16475,12
5625,17672,1
5626,7594,12
5627,19495,15
5628,5973,5
5629,12186,8
5630,18206,12
5631,3924,6
5632,62,10
5633,8128,2
5634,6566,2
5635,13913,11
5636,17121,6
5637,16026,8
5638,4862,3
5639,10685,3
5640,9874,2
5641,6665,9
5642,12777,13
5643,18327,3
5644,17308,14
5645,17928,10
5646,3504,4
5647,19308,6
5648,13362,13
5649,4945,6
5650,19696,1
5651,434,5
5652,3892,4
5653,18575,3
5654,8370,5
5655,8147,3
5656,10518,3
5657,5569,1
5658,14196,8
5659,18848,7
5660,13268,9
5661,5727,8
5662,4201,6
5663,7864,4
5664,19231,18
5665,10514,11
5666,19426,2
5667,5196,9
5668,8561,5
5669,8948,1
5670,9534,7
5671,19211,8
5672,14275,5
5673,13719,9
5674,7958,3
5675,10529,3
5676,2299,9
5677,4176,9
5678,5273,5
5679,16354,14
5680,16147,1
5681,3535,7
5682,8007,7
5683,10403,4
5684,1045,9
5685,1558,3
5686,8509,4
5687,14785,16
5688,9596,1
5689,7564,10
5690,18167,6
5691,10098,7
5692,16809,7
5693,19396,5
5694,9447,9
5695,14048,1
5696,16473,7
5697,14671,2
5698,12366,7
5699,11227,4
5700,13666,5
5701,8105,6
5702,4974,13
5703,1289,3
5704,7674,6
5705,695,9
5706,2357,3
5707,9359,9
5708,5421,9
5709,794,4
5710,15876,6
5711,13434,2
5712,19376,8
5713,14267,3
5714,17858,9
5715,17551,2
5716,11536,11
5717,13278,2
5718,8965,17
5719,7364,4
5720,1368,21
5721,9805,4
5722,5811,3
5723,9957,1
5724,1829,15
5725,12770,14
5726,19847,7
5727,1030,9
5728,17543,3
5729,1614,4
5730,11058,12
5731,18729,7
5732,13422,9
5733,16746,12
5734,9765,3
5735,15877,4
5736,12326,6
5737,12928,4
5738,18408,7
5739,15000,6
5740,6417,1
5741,9371,8
5742,8690,8
5743,4099,4
5744,12437,8
5745,15464,7
5746,7298,1
5747,15823,17
5748,2441,7
5749,15803,6
5750,19635,6
5751,16741,9
5752,3098,2
5753,7863,6
5754,13596,9
5755,8043,1
5756,18865,7
5757,12358,8
5758,18808,9
5759,11139,7
5760,2397,9
5761,2296,1
5762,4323,9
5763,17538,7
5764,906,4
5765,909,5
5766,6018,8
5767,5781,8
5768,9423,6
5769,1786,5
5770,19704,16
5771,19372,2
5772,17469,8
5773,2581,1
5774,5792,4
5775,14728,2
5776,3794,11
5777,16792,8
5778,6947,8
5779,2719,1
5780,6286,20
5781,10296,6
5782,14159,5
5783,2035,9
5784,5050,17
5785,9258,14
5786,6059,5
5787,13813,9
5788,14344,14
5789,10193,9
5790,12105,9
5791,12521,14
5792,14520,4
5793,7857,6
5794,13229,7
5795,496,6
5796,1762,2
5797,7083,2
5798,9425,9
5799,814,1
5800,14417,3
5801,14284,6
5802,4870,12
5803,8606,7
5804,18930,7
5805,13600,5
5806,10170,1
5807,15435,1
5808,11722,7
5809,12713,3
5810,15619,7
5811,2459,6
5812,17342,1
5813,13807,1
5814,18617,9
5815,9868,7
5816,18036,2
5817,12088,7
5818,2626,7
5819,14599,8
5820,14019,5
5821,11332,5
5822,16286,3
5823,14650,2
5824,13561,4
5825,17439,4
5826,7312,4
5827,18198,7
5828,16111,28
5829,3034,5
5830,8345,7
5831,4857,5
5832,17798,3
5833,17446,3
5834,5847,7
5835,2232,6
5836,17006,3
5837,11833,5
5838,13135,7
5839,5241,7
5840,7723,7
5841,15441,11
5842,15079,8
5843,4922,3
5844,4259,6
5845,3383,4
5846,19858,11
5847,17454,12
5848,13586,12
5849,12173,5
5850,6294,2
5851,532,4
5852,7427,2
5853,17393,1
5854,5320,2
5855,6052,1
5856,2370,6
5857,9970,7
5858,13762,8
5859,6277,8
5860,6130,6
5861,1378,4
5862,1038,6
5863,12021,9
5864,11765,8
5865,16836,7
5866,7452,4
5867,10037,6
5868,14549,8
5869,19613,7
5870,9986,6
5871,15579,8
5872,15855,8
5873,1923,2
5874,6078,3
5875,19000,1
5876,11192,4
5877,13991,2
5878,8700,8
5879,9516,12
5880,4302,7
5881,5760,13
5882,13161,2
5883,3758,19
5884,6901,3
5885,18749,9
5886,7830,5
5887,17069,7
5888,1249,9
5889,11814,1
5890,418,1
5891,10107,5
5892,3715,4
5893,1524,4
5894,16948,13
5895,14674,9
5896,13420,1
5897,5317,6
5898,14149,4
5899,12359,3
5900,4837,8
5901,10593,10
5902,18320,5
5903,12479,12
5904,10421,12
5905,7844,13
5906,690,2
5907,17377,8
5908,10307,12
5909,1477,9
5910,9764,10
5911,13578,5
5912,15658,7
5913,15117,7
5914,13999,6
5915,2919,9
5916,14939,7
5917,8588,4
5918,8743,5
5919,13933,2
5920,126,3
5921,16568,14
5922,15861,3
5923,19191,7
5924,6916,5
5925,11557,9
5926,4065,8
5927,15853,4
5928,19155,8
5929,12373,1
5930,18406,9
5931,19530,7
5932,16343,8
5933,5608,25
5934,4666,3
5935,18856,9
5936,9028,12
5937,19953,7
5938,9411,4
5939,5704,14
5940,16198,2
5941,18013,3
5942,3692,2
5943,495,7
5944,19989,5
5945,11561,16
5946,18770,5
5947,1645,6
5948,1306,4
5949,6076,4
5950,5631,12
5951,8446,2
5952,17948,3
5953,12394,5
5954,19962,2
5955,16631,1
5956,8251,2
5957,2979,7
5958,10216,4
5959,13559,3
5960,5162,9
5961,18033,13
5962,15231,8
5963,1856,7
5964,2819,2
5965,7354,5
5966,2037,8
5967,8119,7
5968,1767,5
5969,2390,3
5970,5067,4
5971,6831,6
5972,1567,1
5973,4894,5
5974,12340,3
5975,8709,9
5976,12660,6
5977,16128,2
5978,3220,1
5979,17072,7
5980,263,2
5981,15727,4
5982,10992,6
5983,9672,6
5984,7931,8
5985,15468,5
5986,10250,5
5987,7893,10
5988,13482,5
5989,14171,9
5990,7771,9
5991,13179,5
5992,6189,7
5993,2034,4
5994,4238,7
5995,7144,8
5996,13726,15
5997,5173,13
5998,19339,2
5999,18118,23
6000,2506,8
6001,15421,9
6002,11292,8
6003,19274,9
6004,1938,8
6005,12615,6
6006,6253,6
6007,11623,2
6008,19033,6
6009,4243,6
6010,3835,6
6011,3340,10
6012,2766,5
6013,13824,13
6014,5142,6
6015,8985,4
6016,13319,2
6017,19751,8
6018,17513,1
6019,15016,10
6020,17183,7
6021,16966,1
6022,11678,6
6023,15555,1
6024,18103,1
6025,15997,5
6026,13279,8
6027,15397,12
6028,796,7
6029,3959,3
6030,2145,9
6031,10857,4
6032,1896,8
6033,531,1
6034,7225,8
6035,2731,9
6036,5181,1
6037,14836,8
6038,16285,3
6039,14270,4
6040,6991,13
6041,11171,8
6042,2395,14
6043,16476,2
6044,17190,1
6045,7271,2
6046,3791,6
6047,233,3
6048,13059,3
6049,12583,2
6050,3665,7
6051,2290,5
6052,4629,8
6053,16347,13
6054,1383,12
6055,2781,1
6056,8910,2
6057,497,16
6058,11252,8
6059,12510,6
6060,155,14
6061,8271,8
6062,2950,6
6063,11831,7
6064,3670,4
6065,10076,1
6066,6021,3
6067,19092,13
6068,2507,9
6069,2673,9
6070,19147,4
6071,16880,2
6072,12043,1
6073,16022,8
6074,8212,1
6075,6165,1
6076,13163,2
6077,10998,3
6078,5012,14
6079,14492,13
6080,2421,3
6081,6223,4
6082,7152,16
6083,1949,7
6084,2295,6
6085,16014,1
6086,4856,21
6087,12683,5
6088,8351,10
6089,11614,3
6090,10429,4
6091,13036,1
6092,15504,5
6093,18527,1
6094,7744,7
6095,6545,7
6096,13945,1
6097,8122,6
6098,4753,3
6099,4270,5
6100,17113,1
6101,2377,2
6102,684,12
6103,3928,4
6104,1935,9
6105,396,1
6106,6272,5
6107,5428,3
6108,11412,3
6109,16213,5
6110,2356,17
6111,9836,9
6112,15581,6
6113,13636,2
6114,13137,4
6115,2097,9
6116,1056,4
6117,11937,10
6118,10530,2
6119,16797,4
6120,9642,1
6121,18031,4
6122,17382,8
6123,15378,4
6124,6518,11
6125,12892,4
6126,3768,5
6127,8356,15
6128,19420,8
6129,4162,7
6130,19623,8
6131,5997,9
6132,18090,6
6133,98,2
6134,17303,7
6135,3622,10
6136,4860,5
6137,13238,1
6138,10499,5
6139,3904,13
6140,10292,15
6141,306,15
6142,12644,6
6143,15856,9
6144,15789,15
6145,9339,2
6146,8011,9
6147,8671,1
6148,17240,10
6149,6577,8
6150,15384,8
6151,72,2
6152,15879,1
6153,17799,6
6154,12745,8
6155,17988,4
6156,3974,2
6157,19180,9
6158,1298,8
6159,4146,6
6160,2293,1
6161,19918,13
6162,225,1
6163,10487,5
6164,4961,12
6165,8685,2
6166,11967,2
6167,14721,7
6168,13124,2
6169,174,11
6170,13536,1
6171,1375,6
6172,18293,4
6173,13746,5
6174,17009,4
6175,15857,7
6176,1419,9
6177,2508,2
6178,11290,3
6179,14993,4
6180,15562,3
6181,13937,3
6182,6470,6
6183,12624,6
6184,2064,8
6185,8200,9
6186,1292,1
6187,11952,6
6188,7907,5
6189,6144,9
6190,15815,2
6191,19806,1
6192,16856,1
6193,13695,8
6194,207,4
6195,11993,7
6196,15122,6
6197,16949,12
6198,18599,9
6199,4012,10
6200,7636,7
6201,5122,8
6202,15541,7
6203,6803,1
6204,14413,4
6205,6924,4
6206,2364,14
6207,15336,4
6208,16216,5
6209,14897,12
6210,392,3
6211,11329,5
6212,14769,6
6213,13573,9
6214,11313,4
6215,14085,10
6216,18377,11
6217,6579,3
6218,16940,9
6219,10826,8
6220,580,8
6221,7735,1
6222,8861,1
6223,13533,3
6224,17704,4
6225,912,7
6226,10283,12
6227,19561,6
6228,938,8
6229,16774,2
6230,12530,12
6231,8276,5
6232,9178,4
6233,17962,8
6234,13359,3
6235,6172,7
6236,6680,5
6237,8027,1
6238,14552,7
6239,4853,4
6240,15908,15
6241,19195,7
6242,509,11
6243,12063,8
6244,1067,5
6245,4316,5
6246,1599,9
6247,4036,5
6248,1408,4
6249,475,5
6250,6837,9
6251,8784,6
6252,10734,12
6253,888,15
6254,8576,4
6255,9736,5
6256,14239,8
6257,11235,6
6258,11804,10
6259,502,4
6260,11084,18
6261,15894,9
6262,40,6
6263,4640,9
6264,12536,5
6265,11604,1
6266,17034,7
6267,19974,5
6268,16915,14
6269,12874,2
6270,1166,5
6271,16641,17
6272,8528,1
6273,4182,16
6274,8607,9
6275,10497,8
6276,11559,9
6277,12803,5
6278,7213,4
6279,15112,9
6280,16291,11
6281,13671,3
6282,6120,6
6283,17760,4
6284,14455,2
6285,6839,15
6286,11995,8
6287,3577,9
6288,12728,3
6289,5978,4
6290,3707,9
6291,13407,4
6292,7733,5
6293,10137,6
6294,2867,2
6295,18567,8
6296,15586,7
6297,7707,8
6298,18010,2
6299,5943,5
6300,18574,12
6301,2821,5
6302,6600,11
6303,16108,13
6304,4425,4
6305,2814,15
6306,2910,9
6307,7472,6
6308,15740,5
6309,9560,1
6310,16531,2
6311,6300,1
6312,9716,6
6313,18690,6
6314,5652,6
6315,11759,5
6316,15747,5
6317,12772,3
6318,17619,3
6319,17464,18
6320,8753,6
6321,19353,9
6322,19104,9
6323,3667,5
6324,15606,16
6325,15086,1
6326,10861,7
6327,17506,6
6328,4111,3
6329,9696,5
6330,18868,11
6331,12214,9
6332,14063,11
6333,9167,6
6334,17115,3
6335,12288,1
6336,1846,14
6337,3072,5
6338,5327,7
6339,2045,6
6340,16355,8
6341,410,9
6342,6934,8
6343,8159,11
6344,7580,7
6345,7432,9
6346,12841,9
6347,18525,9
6348,19981,2
6349,6001,5
6350,13324,10
6351,9528,6
6352,9699,16
6353,12255,3
6354,16195,4
6355,7579,9
6356,4241,6
6357,8205,3
6358,7588,4
6359,13460,3
6360,13320,17
6361,9875,4
6362,15994,5
6363,18562,8
6364,10005,3
6365,1105,5
6366,886,4
6367,12285,2
6368,3390,13
6369,810,6
6370,2856,6
6371,12839,9
6372,2101,2
6373,18678,9
6374,3804,5
6375,5152,9
6376,3445,5
6377,19210,2
6378,19921,15
6379,8107,9
6380,11885,4
6381,8816,6
6382,18745,6
6383,1102,5
6384,4166,4
6385,16025,2
6386,4979,6
6387,15646,4
6388,2818,3
6389,6703,5
6390,2017,9
6391,11809,1
6392,10884,8
6393,12897,4
6394,12307,15
6395,18823,8
6396,712,9
6397,13884,8
6398,13555,8
6399,10028,13
6400,16378,1
6401,17832,7
6402,11919,3
6403,4525,1
6404,11015,5
6405,18516,2
6406,15039,2
6407,2985,13
6408,5766,1
6409,11948,6
6410,18326,9
6411,4465,7
6412,19427,6
6413,12789,1
6414,8435,7
6415,5422,11
6416,19102,8
6417,15905,14
6418,12581,1
6419,17328,5
6420,3498,7
6421,15896,1
6422,12258,9
6423,10242,2
6424,11365,9
6425,18728,7
6426,14768,15
6427,12766,5
6428,11862,5
6429,19185,7
6430,3295,7
6431,2662,7
6432,12910,2
6433,8501,10
6434,7631,8
6435,19859,7
6436,2457,5
6437,2294,7
6438,15978,14
6439,18537,5
6440,13858,6
6441,11953,1
6442,1593,5
6443,14254,9
6444,9394,3
6445,16743,8
6446,1926,9
6447,6320,3
6448,16958,9
6449,5868,5
6450,10056,6
6451,4721,2
6452,4535,6
6453,3021,2
6454,18863,9
6455,19600,2
6456,12352,7
6457,18935,5
6458,205,2
6459,18309,5
6460,15262,6
6461,2085,7
6462,16121,3
6463,17061,9
6464,17516,8
6465,10927,4
6466,8979,9
6467,18092,6
6468,6363,7
6469,2566,1
6470,6514,4
6471,14491,4
6472,5970,9
6473,13127,5
6474,1109,2
6475,5956,8
6476,12357,3
6477,1842,3
6478,7914,4
6479,12115,7
6480,4152,4
6481,2137,1
6482,12612,23
6483,19807,19
6484,19649,5
6485,18102,8
6486,8852,2
6487,3874,3
6488,12208,8
6489,12284,5
6490,8188,1
6491,53,3
6492,7790,9
6493,2666,9
6494,15770,4
6495,5599,1
6496,15558,3
6497,6214,5
6498,9649,6
6499,10949,5
6500,19861,9
6501,6979,7
6502,13557,13
6503,5131,6
6504,10886,4
6505,19315,1
6506,731,18
6507,2072,4
6508,2219,2
6509,10251,2
6510,3015,8
6511,10124,15
6512,7059,4
6513,9385,9
6514,5090,12
6515,380,7
6516,9193,9
6517,130,2
6518,17404,1
6519,16580,1
6520,12668,4
6521,3141,7
6522,9525,5
6523,4064,2
6524,4305,1
6525,15911,2
6526,1772,23
6527,1669,9
6528,13473,8
6529,12280,7
6530,18137,3
6531,4073,8
6532,17714,7
6533,8277,8
6534,13832,13
6535,6767,4
6536,17383,8
6537,15224,6
6538,12447,9
6539,5534,17
6540,11253,9
6541,12150,1
6542,11346,5
6543,1598,2
6544,10345,1
6545,15201,4
6546,15242,11
6547,12487,6
6548,1719,5
6549,2502,6
6550,19724,6
6551,4681,8
6552,3546,8
6553,15716,8
6554,493,6
6555,19662,3
6556,10836,1
6557,14324,16
6558,19062,2
6559,4509,1
6560,1252,4
6561,5072,10
6562,19458,5
6563,10100,10
6564,2888,2
6565,13106,6
6566,16251,9
6567,10157,5
6568,12080,7
6569,14134,5
6570,19395,2
6571,7621,3
6572,13701,10
6573,12042,2
6574,18465,3
6575,8364,4
6576,17902,7
6577,11363,1
6578,9124,5
6579,15680,2
6580,16024,1
6581,18777,5
6582,4496,11
6583,8377,2
6584,6280,8
6585,15568,7
6586,13593,4
6587,9058,19
6588,13544,2
6589,5219,9
6590,15757,4
6591,10738,9
6592,3866,4
6593,5004,5
6594,16601,8
6595,3636,9
6596,12782,13
6597,3255,5
6598,18735,2
6599,11321,5
6600,12802,7
6601,11889,9
6602,15804,5
6603,16525,12
6604,13233,13
6605,19698,21
6606,19241,3
6607,3320,16
6608,13680,5
6609,4842,5
6610,8041,6
6611,11806,3
6612,19822,6
6613,3456,8
6614,11122,3
6615,18052,6
6616,1724,8
6617,7643,8
6618,581,13
6619,16079,3
6620,3119,5
6621,2237,4
6622,8297,5
6623,1134,15
6624,17423,1
6625,7578,5
6626,12282,12
6627,13061,4
6628,17810,4
6629,19068,5
6630,11121,7
6631,9578,6
6632,11378,14
6633,19719,7
6634,14365,12
6635,9780,8
6636,4296,3
6637,3161,7
6638,1497,12
6639,17090,7
6640,7198,3
6641,11971,1
6642,19049,6
6643,14004,4
6644,12025,3
6645,15413,7
6646,7191,12
6647,10580,6
6648,16386,9
6649,14978,3
6650,7132,4
6651,10192,7
6652,11755,9
6653,19304,2
6654,10351,9
6655,2384,3
6656,15498,6
6657,10004,1
6658,16307,14
6659,12202,9
6660,9450,8
6661,14356,9
6662,14743,2
6663,18056,13
6664,346,1
6665,18714,1
6666,1002,9
6667,773,12
6668,19253,7
6669,3316,7
6670,5858,5
6671,5855,9
6672,15001,4
6673,10918,1
6674,14468,15
6675,15267,3
6676,11985,3
6677,19287,4
6678,13153,5
6679,19359,8
6680,1997,9
6681,9125,2
6682,12758,16
6683,3343,9
6684,15388,1
6685,14327,8
6686,818,6
6687,7395,16
6688,11572,1
6689,12970,2
6690,3926,7
6691,12850,3
6692,15598,2
6693,14685,6
6694,2289,2
6695,2472,9
6696,17684,3
6697,4075,6
6698,8108,3
6699,12245,3
6700,4952,17
6701,9169,9
6702,6510,9
6703,15728,8
6704,18072,9
6705,7871,5
6706,19686,14
6707,5556,6
6708,5382,8
6709,5098,4
6710,15170,7
6711,16073,14
6712,19708,8
6713,9999,4
6714,11476,9
6715,2144,8
6716,9645,1
6717,17731,5
6718,19716,9
6719,9163,9
6720,12480,4
6721,19507,3
6722,2409,6
6723,16933,9
6724,13810,4
6725,2862,7
6726,16259,6
6727,5962,3
6728,1280,2
6729,15951,8
6730,9485,11
6731,17106,1
6732,13068,3
6733,8558,10
6734,7016,1
6735,12721,2
6736,5048,4
6737,9470,4
6738,14241,3
6739,516,8
6740,11445,3
6741,13226,4
6742,14341,8
6743,19786,7
6744,11856,3
6745,955,7
6746,15284,9
6747,18177,3
6748,6562,4
6749,11774,2
6750,5853,2
6751,7268,3
6752,15200,1
6753,15534,2
6754,17438,15
6755,19528,8
6756,5728,3
6757,14759,3
6758,17654,1
6759,8956,9
6760,17002,6
6761,12346,5
6762,16833,1
6763,3983,8
6764,12722,4
6765,17856,6
6766,18671,2
6767,13568,3
6768,4491,10
6769,5500,14
6770,17598,9
6771,7787,5
6772,7043,8
6773,2304,6
6774,16829,17
6775,11490,8
6776,5706,2
6777,10409,2
6778,19744,8
6779,5831,3
6780,8323,1
6781,13936,6
6782,13744,4
6783,14808,2
6784,6511,9
6785,3795,9
6786,1125,6
6787,5497,12
6788,19857,6
6789,5134,11
6790,1798,13
6791,2335,7
6792,1269,7
6793,14629,10
6794,652,7
6795,10276,1
6796,6990,12
6797,17028,4
6798,70,8
6799,5084,3
6800,8174,7
6801,13932,5
6802,19054,8
6803,14525,13
6804,16379,9
6805,13668,7
6806,11643,11
6807,14682,5
6808,4741,1
6809,13800,4
6810,11754,2
6811,3935,7
6812,5508,9
6813,12849,7
6814,14798,17
6815,19154,2
6816,1831,11
6817,9565,3
6818,11648,7
6819,5311,21
6820,16615,1
6821,10277,7
6822,6945,1
6823,15268,4
6824,18505,14
6825,6431,3
6826,2125,8
6827,10696,2
6828,11637,7
6829,2642,4
6830,638,5
6831,6625,11
6832,940,9
6833,6544,5
6834,14398,6
6835,19326,7
6836,42,3
6837,12162,1
6838,4968,8
6839,4791,3
6840,4407,6
6841,8851,3
6842,19682,9
6843,19855,1
6844,15642,3
6845,6939,9
6846,14017,3
6847,10578,1
6848,16211,9
6849,8913,13
6850,12402,3
6851,14574,2
6852,3700,8
6853,5808,5
6854,1782,14
6855,6010,7
6856,4066,14
6857,7089,4
6858,13927,1
6859,17909,4
6860,12698,7
6861,17661,5
6862,16901,8
6863,1606,7
6864,13660,3
6865,1312,7
6866,19295,1
6867,17400,6
6868,12746,8
6869,9964,7
6870,15677,6
6871,6113,5
6872,18618,5
6873,10682,14
6874,14273,1
6875,19387,5
6876,1025,7
6877,14787,4
6878,12830,3
6879,3018,7
6880,5732,9
6881,17447,8
6882,11905,4
6883,16399,2
6884,3282,3
6885,14443,8
6886,15679,4
6887,6908,5
6888,17064,13
6889,9846,7
6890,12033,14
6891,15897,11
6892,13638,7
6893,8246,5
6894,17310,2
6895,14533,6
6896,2275,12
6897,16411,7
6898,5800,5
6899,3253,8
6900,15766,2
6901,13740,9
6902,637,25
6903,7070,1
6904,2599,8
6905,12240,2
6906,19004,9
6907,4610,15
6908,10911,11
6909,9770,1
6910,17194,2
6911,10051,7
6912,922,5
6913,787,3
6914,18606,3
6915,6989,8
6916,3432,14
6917,2555,7
6918,2920,1
6919,5712,8
6920,12254,9
6921,10657,10
6922,5157,3
6923,15418,5
6924,18572,2
6925,4206,4
6926,15474,4
6927,1616,2
6928,5053,5
6929,18738,7
6930,3981,7
6931,3138,7
6932,14298,5
6933,18438,3
6934,8968,13
6935,13840,14
6936,4590,5
6937,7870,13
6938,2393,5
6939,5283,4
6940,9172,2
6941,15026,7
6942,16274,8
6943,14544,7
6944,18019,1
6945,8291,7
6946,17838,12
6947,4903,3
6948,19956,7
6949,5551,8
6950,17609,1
6951,17138,13
6952,13186,1
6953,6589,11
6954,16310,2
6955,18839,8
6956,7557,1
6957,6877,1
6958,9531,12
6959,5848,5
6960,4133,4
6961,8182,4
6962,555,4
6963,10807,6
6964,5212,5
6965,12387,6
6966,8391,1
6967,16053,2
6968,4017,6
6969,11910,7
6970,10441,5
6971,1646,2
6972,13084,16
6973,15678,9
6974,6415,9
6975,5974,17
6976,16616,8
6977,14532,2
6978,12528,6
6979,11606,11
6980,13502,13
6981,12027,16
6982,16585,3
6983,2235,13
6984,9287,5
6985,2214,3
6986,18238,6
6987,14771,14
6988,9210,3
6989,16547,4
6990,7664,4
6991,3660,4
6992,15688,1
6993,14637,1
6994,2605,7
6995,19149,6
6996,16831,4
6997,11518,4
6998,4101,7
6999,14550,2
7000,14192,8
7001,4901,2
7002,8989,8
7003,8644,9
7004,937,21
7005,5668,6
7006,9463,8
7007,12891,8
7008,17263,8
7009,14900,10
7010,12923,6
7011,4510,11
7012,14959,10
7013,17101,6
7014,11875,3
7015,443,1
7016,11262,5
7017,13147,6
7018,11455,11
7019,6617,12
7020,19657,1
7021,15822,8
7022,6485,4
7023,2754,8
7024,4515,8
7025,16253,6
7026,2682,9
7027,3608,5
7028,15404,2
7029,2594,9
7030,18493,7
7031,10708,7
7032,3841,15
7033,19140,8
7034,1151,10
7035,12856,8
7036,13778,4
7037,11900,6
7038,9632,1
7039,12912,9
7040,4913,7
7041,3860,2
7042,9051,6
7043,13122,4
7044,10872,7
7045,2999,7
7046,7638,9
7047,5828,2
7048,5787,4
7049,10944,12
7050,4740,3
7051,3572,8
7052,8305,6
7053,12174,14
7054,5529,3
7055,2250,1
7056,6594,12
7057,19260,3
7058,15017,10
7059,1792,8
7060,2143,6
7061,18110,5
7062,9381,6
7063,9648,4
7064,14951,7
7065,12997,2
7066,18193,9
7067,15644,8
7068,18038,5
7069,19650,8
7070,15130,3
7071,17233,12
7072,15821,2
7073,12467,10
7074,19300,7
7075,4768,5
7076,8158,4
7077,435,8
7078,4313,3
7079,11137,8
7080,13617,1
7081,14665,8
7082,8951,14
7083,17584,1
7084,10273,8
7085,17189,4
7086,18220,1
7087,19445,4
7088,5773,3
7089,6055,8
7090,17545,13
7091,911,8
7092,5920,1
7093,2691,2
7094,6722,13
7095,1248,7
7096,4947,7
7097,17601,13
7098,14343,5
7099,15023,21
7100,9029,5
7101,6954,18
7102,5031,1
7103,8885,4
7104,12720,4
7105,16493,3
7106,711,2
7107,11645,2
7108,9446,11
7109,7413,3
7110,5087,13
7111,14573,1
7112,10599,12
7113,19045,5
7114,18391,6
7115,7812,4
7116,12898,4
7117,8081,5
7118,13091,7
7119,11109,4
7120,2536,7
7121,10899,20
7122,15243,2
7123,2700,5
7124,843,4
7125,447,6
7126,18760,2
7127,9724,17
7128,1911,5
7129,19970,13
7130,6966,6
7131,13682,9
7132,13630,15
7133,17236,13
7134,13165,3
7135,14686,3
7136,19780,5
7137,18091,2
7138,4033,3
7139,16782,12
7140,800,6
7141,19266,9
7142,13073,7
7143,8360,6
7144,16132,3
7145,10443,5
7146,18399,3
7147,15207,6
7148,13384,5
7149,11502,8
7150,14681,4
7151,4279,7
7152,6284,8
7153,4440,5
7154,17811,2
7155,18462,2
7156,16019,1
7157,13129,7
7158,472,6
